,Album,Artist,Metascore,User Score,Release Date,Summary,Link to Album Page,Link to Artist Page,Publisher,Link to Publisher Page,Album Cover Image,Album Genres,No. of Critic Reviews,Link to Critic Reviews,No. of User Reviews,Link to User Reviews,Link to More Details and Album Credits,Amazon Link
14,My Beautiful Dark Twisted Fantasy,Kanye West,94,8.4,2010-11-22,"Breaking traditional mainstream hip-hop guidelines, Kanye West's latest release features epic raps and long instrumental variations for his most innovative album to date.",https://www.metacritic.com/music/my-beautiful-dark-twisted-fantasy/kanye-west,https://www.metacritic.com/person/kanye-west,Def Jam,https://www.metacritic.com/company/def-jam,https://static.metacritic.com/images/products/music/7/286dff36d049c2e05fcd9878602c1744-98.jpg,"['Pop', 'Rap', 'Pop/Rock', 'Midwest', 'Rap', 'Pop-Rap']",45,https://www.metacritic.com/music/my-beautiful-dark-twisted-fantasy/kanye-west/critic-reviews,3488.0,https://www.metacritic.com/music/my-beautiful-dark-twisted-fantasy/kanye-west/user-reviews,https://www.metacritic.com/music/my-beautiful-dark-twisted-fantasy/kanye-west/details,http://www.amazon.com/My-Beautiful-Dark-Twisted-Fantasy/dp/B003X2O6KW%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB003X2O6KW
15,Madvillainy,Madvillain,93,8.9,2004-03-23,'Madvillainy' is a collaboration between rapper MF Doom and producer Madlib.,https://www.metacritic.com/music/madvillainy/madvillain,https://www.metacritic.com/person/madvillain,Stones Throw,https://www.metacritic.com/company/stones-throw,https://static.metacritic.com/images/products/music/7/575c7a11d613427e1a6fb256431c5125-98.jpg,"['Indie', 'Rap']",20,https://www.metacritic.com/music/madvillainy/madvillain/critic-reviews,739.0,https://www.metacritic.com/music/madvillainy/madvillain/user-reviews,https://www.metacritic.com/music/madvillainy/madvillain/details,
16,A Crow Looked at Me,Mount Eerie,93,8.0,2017-03-24,The eighth full-length release for the music project of Phil Elverum was written after the death of his wife from cancer in July 2016.,https://www.metacritic.com/music/a-crow-looked-at-me/mount-eerie,https://www.metacritic.com/person/mount-eerie,P.W. Elverum & Sun Ltd.,https://www.metacritic.com/company/pw-elverum-sun-ltd,https://static.metacritic.com/images/products/music/5/92d7b198066d1163787019683db0ccc0-98.jpg,"['Pop/Rock', 'Alternative/Indie', 'Rock', 'Alternative', 'Singer/Songwriter']",18,https://www.metacritic.com/music/a-crow-looked-at-me/mount-eerie/critic-reviews,307.0,https://www.metacritic.com/music/a-crow-looked-at-me/mount-eerie/user-reviews,https://www.metacritic.com/music/a-crow-looked-at-me/mount-eerie/details,http://www.amazon.com/dp/B01MT7IMX8%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01MT7IMX8
17,Room 25,Noname,93,8.4,2018-09-14,The debut full-length release for the Los Angeles-based Chicago rapper was self-released.,https://www.metacritic.com/music/room-25/noname,https://www.metacritic.com/person/noname,Self-released,https://www.metacritic.com/company/self-released,https://static.metacritic.com/images/products/music/4/9d147af8b42ce87058d1e74f3bb7f12d-98.jpg,['Rap'],17,https://www.metacritic.com/music/room-25/noname/critic-reviews,243.0,https://www.metacritic.com/music/room-25/noname/user-reviews,https://www.metacritic.com/music/room-25/noname/details,https://www.amazon.com/dp/B07H9G8MWT%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB07H9G8MWT
18,Live At Reading,Nirvana,93,8.8,2009-11-03,The entire performance by Nirvana at 1992's Reading Festival is released both as a CD and DVD.,https://www.metacritic.com/music/live-at-reading/nirvana,https://www.metacritic.com/person/nirvana,Geffen,https://www.metacritic.com/company/geffen,https://static.metacritic.com/images/products/music/1/ffc562310caf1da3454e8576fb07b337-98.jpg,"['Rock', 'Alternative', 'Live']",15,https://www.metacritic.com/music/live-at-reading/nirvana/critic-reviews,157.0,https://www.metacritic.com/music/live-at-reading/nirvana/user-reviews,https://www.metacritic.com/music/live-at-reading/nirvana/details,
19,Love And Theft,Bob Dylan,93,8.8,2001-09-11,"Picking up where 1997's resurgent 'Time Out of Mind' left off, 'Love And Theft' finds the 60-year-old Dylan self-producing the album's 12 tracks.",https://www.metacritic.com/music/love-and-theft/bob-dylan,https://www.metacritic.com/person/bob-dylan,Sony/Columbia,https://www.metacritic.com/company/sonycolumbia,https://static.metacritic.com/images/products/music/0/612eb7b85bd251069e400ac6bf075504-98.jpg,['Rock'],20,https://www.metacritic.com/music/love-and-theft/bob-dylan/critic-reviews,159.0,https://www.metacritic.com/music/love-and-theft/bob-dylan/user-reviews,https://www.metacritic.com/music/love-and-theft/bob-dylan/details,
20,My Dusty Road,Woody Guthrie,93,7.2,2009-08-25,The four-disc set includes Woody Guthrie's recordings from the mid-1940s in a definitive collection.,https://www.metacritic.com/music/my-dusty-road/woody-guthrie,https://www.metacritic.com/person/woody-guthrie,Rounder,https://www.metacritic.com/company/rounder,https://static.metacritic.com/images/products/music/0/0ad83b76fee592d7b9a195dee9d2c86d-98.jpg,"['Folk', 'Singer-Songwriter']",10,https://www.metacritic.com/music/my-dusty-road/woody-guthrie/critic-reviews,12.0,https://www.metacritic.com/music/my-dusty-road/woody-guthrie/user-reviews,https://www.metacritic.com/music/my-dusty-road/woody-guthrie/details,
21,On the Impossible Past,The Menzingers,93,8.0,2012-02-21,The third full-length release from the punk rock band from Pennsylvania is its first on Epitaph Records.,https://www.metacritic.com/music/on-the-impossible-past/the-menzingers,https://www.metacritic.com/person/the-menzingers,Epitaph,https://www.metacritic.com/company/epitaph,https://static.metacritic.com/images/products/music/1/d853ea0c96c9887711eebb7e789d9be7-98.jpg,"['Pop/Rock', 'Alternative/Indie', 'Rock', 'Alternative', 'Pop/Rock']",9,https://www.metacritic.com/music/on-the-impossible-past/the-menzingers/critic-reviews,47.0,https://www.metacritic.com/music/on-the-impossible-past/the-menzingers/user-reviews,https://www.metacritic.com/music/on-the-impossible-past/the-menzingers/details,http://www.amazon.com/On-Impossible-Past-The-Menzingers/dp/B006OAB2SO%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB006OAB2SO
22,Prioritise Pleasure,Self Esteem,92,7.9,2021-10-22,The second full-length solo release for Slow Club's Rebecca Taylor was produced by Johan Karlberg.,https://www.metacritic.com/music/prioritise-pleasure/self-esteem,https://www.metacritic.com/person/self-esteem,Fiction,https://www.metacritic.com/company/fiction,https://static.metacritic.com/images/products/music/6/704830deabe7a1d3bfb33017bd4ef87f-98.jpg,['Pop/Rock'],12,https://www.metacritic.com/music/prioritise-pleasure/self-esteem/critic-reviews,59.0,https://www.metacritic.com/music/prioritise-pleasure/self-esteem/user-reviews,https://www.metacritic.com/music/prioritise-pleasure/self-esteem/details,https://www.amazon.com/dp/B096KZPR11%3Ftag%3Dmetacritic-music-20%26linkCode%3Dosi%26th%3D1%26psc%3D1
23,Lemonade,Beyoncé,92,8.0,2016-04-23,The sixth solo studio album for the singer premiered as an hour-long HBO special before streaming on Tidal. A physical release is set for May 6.,https://www.metacritic.com/music/lemonade/beyonce,https://www.metacritic.com/person/beyonce,Parkwood,https://www.metacritic.com/company/parkwood,https://static.metacritic.com/images/products/music/9/db45c5f14e2271eda363d1dcc264f384-98.jpg,"['Pop', 'R&B']",33,https://www.metacritic.com/music/lemonade/beyonce/critic-reviews,3707.0,https://www.metacritic.com/music/lemonade/beyonce/user-reviews,https://www.metacritic.com/music/lemonade/beyonce/details,https://www.amazon.com/dp/B01EPOY1AQ%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EPOY1AQ
24,Ants From Up There,"Black Country, New Road",92,9.2,2022-02-04,"The second full-length release for the British post-rock band Black Country, New Road is its last with frontman and co-founder Isaac Wood, who announced he was leaving the band in January 2022.",https://www.metacritic.com/music/ants-from-up-there/black-country-new-road,https://www.metacritic.com/person/black-country-new-road,Ninja Tune,https://www.metacritic.com/company/ninja-tune,https://static.metacritic.com/images/products/music/8/9c17fee3e23f4595f9a424bbc57f055a-98.jpg,"['Pop/Rock', 'Alternative/Indie', 'Rock', 'New', 'Wave/Post-Punk', 'Revival', 'Experimental', 'Rock']",20,https://www.metacritic.com/music/ants-from-up-there/black-country-new-road/critic-reviews,122.0,https://www.metacritic.com/music/ants-from-up-there/black-country-new-road/user-reviews,https://www.metacritic.com/music/ants-from-up-there/black-country-new-road/details,https://www.amazon.com/dp/B09HZKHF3F%3Ftag%3Dmetacritic-music-20%26linkCode%3Dosi%26th%3D1%26psc%3D1
25,Pull Up Some Dust and Sit Down,Ry Cooder,92,6.9,2011-08-29,The Grammy-award winning musician returns with a concept album about corruption in America.,https://www.metacritic.com/music/pull-up-some-dust-and-sit-down/ry-cooder,https://www.metacritic.com/person/ry-cooder,Nonesuch,https://www.metacritic.com/company/nonesuch,https://static.metacritic.com/images/products/music/7/f755220b23ba511ce307924cee2fd3a8-98.jpg,"['Pop/Rock', 'Roots', 'Rock']",14,https://www.metacritic.com/music/pull-up-some-dust-and-sit-down/ry-cooder/critic-reviews,14.0,https://www.metacritic.com/music/pull-up-some-dust-and-sit-down/ry-cooder/user-reviews,https://www.metacritic.com/music/pull-up-some-dust-and-sit-down/ry-cooder/details,http://www.amazon.com/Pull-Some-Dust-Sit-Down/dp/B005BY8MSM%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB005BY8MSM
26,Sunbather,Deafheaven,92,8.5,2013-06-11,The second full-length studio release for the San Francisco-based black metal band formed by George Clarke and Kerry McCoy was produced by Jack Shirley.,https://www.metacritic.com/music/sunbather/deafheaven,https://www.metacritic.com/person/deafheaven,Deathwish Records,https://www.metacritic.com/company/deathwish-records,https://static.metacritic.com/images/products/music/9/e106cdc133e8927e6b874e64d88d37fc-98.jpg,"['Pop/Rock', 'Alternative/Indie', 'Rock', 'Post-Rock', 'Heavy', 'Metal', 'Black', 'Metal']",18,https://www.metacritic.com/music/sunbather/deafheaven/critic-reviews,413.0,https://www.metacritic.com/music/sunbather/deafheaven/user-reviews,https://www.metacritic.com/music/sunbather/deafheaven/details,http://www.amazon.com/Sunbather-Deafheaven/dp/B00CCEHX5W%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00CCEHX5W
27,Glow On,Turnstile,92,8.3,2021-08-27,The third full-length release for the Baltimore hardcore punk band features a guest appearance from Blood Orange and was recorded with producer Mike Elizondo.,https://www.metacritic.com/music/glow-on/turnstile,https://www.metacritic.com/person/turnstile,Roadrunner Records,https://www.metacritic.com/company/roadrunner-records,https://static.metacritic.com/images/products/music/5/860dadaf923a9111460ae1558860250c-98.jpg,['Pop/Rock'],13,https://www.metacritic.com/music/glow-on/turnstile/critic-reviews,69.0,https://www.metacritic.com/music/glow-on/turnstile/user-reviews,https://www.metacritic.com/music/glow-on/turnstile/details,https://www.amazon.com/dp/B099BYQNKY?tag=metacritic-music-20&linkCode=osi&th=1&psc=1
28,"Orphans: Brawlers, Bawlers & Bastards",Tom Waits,92,8.8,2006-11-21,"Unlike typical rarities compilations, this 3-disc set includes 30 brand-new recordings--in addition to the usual mix of covers, soundtrack selections, and other previously uncompiled material. It's like getting three new Waits albums at once.",https://www.metacritic.com/music/orphans-brawlers-bawlers-bastards/tom-waits,https://www.metacritic.com/person/tom-waits,Anti,https://www.metacritic.com/company/anti,https://static.metacritic.com/images/products/music/8/1da6587fa3ad7c246a8ef5d90b1c4322-98.jpg,['Rock'],32,https://www.metacritic.com/music/orphans-brawlers-bawlers-bastards/tom-waits/critic-reviews,167.0,https://www.metacritic.com/music/orphans-brawlers-bawlers-bastards/tom-waits/user-reviews,https://www.metacritic.com/music/orphans-brawlers-bawlers-bastards/tom-waits/details,
29,Time Will Die and Love Will Bury It,Rolo Tomassi,92,7.2,2018-03-02,The fifth full-length studio release for the British rock band was recorded and mixed by Lewis Johns.,https://www.metacritic.com/music/time-will-die-and-love-will-bury-it/rolo-tomassi,https://www.metacritic.com/person/rolo-tomassi,Holy Roar,https://www.metacritic.com/company/holy-roar,https://static.metacritic.com/images/products/music/4/d20504db145208224c4db57ea38fb00f-98.jpg,['Pop/Rock'],7,https://www.metacritic.com/music/time-will-die-and-love-will-bury-it/rolo-tomassi/critic-reviews,88.0,https://www.metacritic.com/music/time-will-die-and-love-will-bury-it/rolo-tomassi/user-reviews,https://www.metacritic.com/music/time-will-die-and-love-will-bury-it/rolo-tomassi/details,http://www.amazon.com/dp/B0776ZDP65%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0776ZDP65
30,Boy In Da Corner,Dizzee Rascal,92,8.8,2004-01-20,"This is the debut disc for the 18-year-old London-based rapper (born Dylan Mills), who has been heralded by (among others) Uncut magazine as ""good as any MC currently active on Earth.""",https://www.metacritic.com/music/boy-in-da-corner/dizzee-rascal,https://www.metacritic.com/person/dizzee-rascal,Matador / XL,https://www.metacritic.com/company/matador-xl,https://static.metacritic.com/images/products/music/3/47e9315d14ce77d9a13d9d08d6fd3eeb-98.jpg,"['Electronic', 'Rap']",28,https://www.metacritic.com/music/boy-in-da-corner/dizzee-rascal/critic-reviews,191.0,https://www.metacritic.com/music/boy-in-da-corner/dizzee-rascal/user-reviews,https://www.metacritic.com/music/boy-in-da-corner/dizzee-rascal/details,
31,You Want It Darker,Leonard Cohen,92,8.4,2016-10-21,The 14th full-length studio release for the Canadian singer-songwriter was produced by his son.,https://www.metacritic.com/music/you-want-it-darker/leonard-cohen,https://www.metacritic.com/person/leonard-cohen,Columbia,https://www.metacritic.com/company/columbia,https://static.metacritic.com/images/products/music/7/69e15a12aa20c4393b401b9e4b893f45-98.jpg,['Pop/Rock'],28,https://www.metacritic.com/music/you-want-it-darker/leonard-cohen/critic-reviews,182.0,https://www.metacritic.com/music/you-want-it-darker/leonard-cohen/user-reviews,https://www.metacritic.com/music/you-want-it-darker/leonard-cohen/details,http://www.amazon.com/You-Want-Darker-Leonard-Cohen/dp/B01KN6XDS6%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01KN6XDS6
